+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                               ;
+-------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                           ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[13].ub                                                                  ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[12].ub                                                                  ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[11].ub                                                                  ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[10].ub                                                                  ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[9].ub                                                                   ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[8].ub                                                                   ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[7].ub                                                                   ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[6].ub                                                                   ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[5].ub                                                                   ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[4].ub                                                                   ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[3].ub                                                                   ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[2].ub                                                                   ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[1].ub                                                                   ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst|unused_pin[0].ub                                                                   ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|bufs_inst                                                                                    ; 331   ; 30             ; 138          ; 30             ; 170    ; 30              ; 30            ; 30              ; 48    ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|hps.hps_clks_rsts_inst                                                                       ; 38    ; 53             ; 36           ; 53             ; 55     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|oct_inst                                                                                     ; 9     ; 3              ; 8            ; 3              ; 35     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|pll_extra_clks_inst                                                                          ; 10    ; 1              ; 6            ; 1              ; 5      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst|pll_inst                                                                                     ; 12    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch|arch_inst                                                                                              ; 4905  ; 4105           ; 4138         ; 4105           ; 4814   ; 4105            ; 4105          ; 4105            ; 48    ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0|arch                                                                                                        ; 4905  ; 803            ; 0            ; 803            ; 4125   ; 803             ; 803           ; 803             ; 44    ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|emif_a10_hps_0                                                                                                             ; 4102  ; 0              ; 0            ; 0              ; 4125   ; 0               ; 0             ; 0               ; 44    ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|dipsw_pio                                                                                                                  ; 42    ; 0              ; 28           ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|button_pio                                                                                                                 ; 42    ; 0              ; 28           ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|hps_io|border                                                                                                ; 11    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 24    ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|hps_io                                                                                                       ; 11    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 24    ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|f2s_rl_adp_inst|i_f2s_b                                            ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|f2s_rl_adp_inst|i_f2s_r                                            ; 141   ; 1              ; 0            ; 1              ; 137    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|f2s_rl_adp_inst|i_f2s_w                                            ; 155   ; 1              ; 0            ; 1              ; 151    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|f2s_rl_adp_inst|i_f2s_aw                                           ; 65    ; 1              ; 0            ; 1              ; 61     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|f2s_rl_adp_inst|i_f2s_ar                                           ; 65    ; 1              ; 0            ; 1              ; 61     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|f2s_rl_adp_inst                                                    ; 421   ; 0              ; 0            ; 0              ; 418    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|_w_valid_alen                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|w_strb_alen                                                        ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|b_ready_alen                                                       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|ar_valid_alen                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|r_ready_alen                                                       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|w_last_alen                                                        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|aw_valid_alen                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|aw_size_alen                                                       ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|aw_prot_alen                                                       ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|ar_size_alen                                                       ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|ar_prot_alen                                                       ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|aw_lock_alen                                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|aw_burst_alen                                                      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|ar_lock_alen                                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|ar_burst_alen                                                      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|w_id_alen                                                          ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|aw_ar_user                                                         ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|aw_len_alen                                                        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|aw_id_alen                                                         ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|aw_cache_alen                                                      ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|ar_ar_user                                                         ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|ar_len_alen                                                        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|ar_id_alen                                                         ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|ar_cache_alen                                                      ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|araddr_alen                                                        ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|awaddr_alen                                                        ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2|wdata_alen                                                         ; 128   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_2                                                                    ; 421   ; 0              ; 0            ; 0              ; 418    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|f2s_rl_adp_inst|i_f2s_b                                            ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|f2s_rl_adp_inst|i_f2s_r                                            ; 141   ; 1              ; 0            ; 1              ; 137    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|f2s_rl_adp_inst|i_f2s_w                                            ; 155   ; 1              ; 0            ; 1              ; 151    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|f2s_rl_adp_inst|i_f2s_aw                                           ; 65    ; 1              ; 0            ; 1              ; 61     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|f2s_rl_adp_inst|i_f2s_ar                                           ; 65    ; 1              ; 0            ; 1              ; 61     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|f2s_rl_adp_inst                                                    ; 421   ; 0              ; 0            ; 0              ; 418    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|_w_valid_alen                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|w_strb_alen                                                        ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|b_ready_alen                                                       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|ar_valid_alen                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|r_ready_alen                                                       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|w_last_alen                                                        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|aw_valid_alen                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|aw_size_alen                                                       ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|aw_prot_alen                                                       ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|ar_size_alen                                                       ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|ar_prot_alen                                                       ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|aw_lock_alen                                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|aw_burst_alen                                                      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|ar_lock_alen                                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|ar_burst_alen                                                      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|w_id_alen                                                          ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|aw_ar_user                                                         ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|aw_len_alen                                                        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|aw_id_alen                                                         ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|aw_cache_alen                                                      ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|ar_ar_user                                                         ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|ar_len_alen                                                        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|ar_id_alen                                                         ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|ar_cache_alen                                                      ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|araddr_alen                                                        ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|awaddr_alen                                                        ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0|wdata_alen                                                         ; 128   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram|f2s_rl_adp_inst_0                                                                    ; 421   ; 0              ; 0            ; 0              ; 418    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|f2sdram                                                                                      ; 562   ; 4              ; 0            ; 4              ; 292    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga|r_id_alen                                                                           ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga|b_id_alen                                                                           ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga|rdata_alen                                                                          ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga|s2f_rl_adp_ins|i_s2f_b                                                              ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga|s2f_rl_adp_ins|i_s2f_r                                                              ; 45    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga|s2f_rl_adp_ins|i_s2f_w                                                              ; 47    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga|s2f_rl_adp_ins|i_s2f_aw                                                             ; 65    ; 1              ; 0            ; 1              ; 61     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga|s2f_rl_adp_ins|i_s2f_ar                                                             ; 65    ; 1              ; 0            ; 1              ; 61     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga|s2f_rl_adp_ins                                                                      ; 217   ; 0              ; 0            ; 0              ; 214    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga                                                                                     ; 61    ; 4              ; 0            ; 4              ; 164    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga_light_weight|r_id_alen                                                              ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga_light_weight|b_id_alen                                                              ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga_light_weight|rdata_alen                                                             ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga_light_weight|s2f_rl_adp_inst|i_s2f_b                                                ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga_light_weight|s2f_rl_adp_inst|i_s2f_r                                                ; 45    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; soc_inst|arria10_hps_0|fpga_interfaces|hps2fpga_light_weight|s2f_rl_adp_inst|i_s2f_w                                                ; 47    ; 1              ; 0            ; 1              ; 43     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
